Proben-ID;Anlagennummer;Probe aus;Ölmenge im System;Dimension;Ölbezeichnung;Datum Probenentnahme;Datum letzter Ölwechsel;Nachfüllmenge seit Wechsel;Dimension;Laufzeit seit Wechsel;Dimension;Laufzeit gesamt;Dimension;Wasser K. F.;Dimension
1960804;568663;Wind turbine - main gear;425;;Mobil Mobilgear XMP 320;2014-06-02;2013-06-27;;;27017000;kWh;32745;h;178;ppm
1895056;328275;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-02-06;2013-10-24;;;40755000;kWh;42316;;178;ppm
1960029;726514;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2014-05-23;2014-05-23;;;26764000;kWh;22885000;kWh;178;ppm
2037917;422059;Wind turbine - main gear;360;;Mobil Mobilgear XMP 320;2014-10-14;2014-09-23;;;;;37126;;178;ppm
2048163;430675;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-10-29;2014-10-29;380;l;;;46264;;178;ppm
1828784;405583;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-01-01;2013-03-01;;;4000;h;39519.76;h;179;ppm
1895929;132515;Wind turbine - main gear;300;;Mobil Mobilgear XMP 320;2014-01-21;2013-06-18;;;17624;;66827;;179;ppm
2011206;430685;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-09-02;2014-09-01;363;l;;;43163;h;179;ppm
2054350;410597;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-11-07;2014-10-24;;;;;;;179;ppm
1861851;430668;Wind turbine - main gear;350;l;Mobil Mobilgear XMP 320;2013-12-02;;5;l;3591800;kWh;37257;h;179;ppm
1893685;740193;WKA-Hauptgetriebe;400;;Mobil Mobilgear XMP 320;2014-02-10;;;;4247;h;4247;h;179;ppm
1899113;441222;Wind turbine - main gear;340;;Mobil Mobilgear XMP 320;2014-02-11;2012-06-01;;;10768000;kWh;39575;;180;ppm
1836377;409686;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-24;2013-07-02;;;;;;;180;ppm
1836380;409695;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-22;2013-07-03;;;;;;;180;ppm
1972070;535146;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;;2014-06-06;;;;;;;180;ppm
2048177;430664;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-10-29;2014-10-28;376;l;;;46453;;180;ppm
1947099;208213;Wind turbine - main gear;320;;Mobil Mobilgear XMP 320;2014-05-12;2011-12-09;;;;;;;181;ppm
1936318;444963;Wind turbine - main gear;340;;Mobil Mobilgear XMP 320;2014-04-09;2013-06-19;;;7965000;kWh;6042;h;181;ppm
1836381;409689;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-23;2013-07-01;;;;;;;181;ppm
1937111;609464;Wind turbine - main gear;360;;Mobil Mobilgear XMP 320;2014-04-23;2014-03-28;;;500;h;11927;h;181;ppm
1979262;208211;Wind turbine - main gear;300;;Mobil Mobilgear XMP 320;2014-07-04;2014-06-13;;;196728;kWh;55811.6;h;181;ppm
2048184;430676;Wind turbine - main gear;350;l;Mobil Mobilgear XMP 320;2014-10-29;2014-10-29;380;l;;;46226;;181;ppm
1877473;123598;WKA-Hauptgetriebe;60;;Mobil Mobilgear XMP 320;2014-01-09;2013-10-29;;;1683;h;94909;h;182;ppm
1833199;334359;Wind turbine - main gear;320;;Mobil Mobilgear XMP 320;2013-10-23;;;;20986;h;49952;h;182;ppm
1936309;409695;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-04-10;2013-07-04;;;;;;;183;ppm
1871773;196651;WKA-Hauptgetriebe;60;;Mobil Mobilgear XMP 320;2014-01-07;2013-10-29;;;;;;;183;ppm
2011211;430668;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-09-03;2014-09-02;383;l;;;43714;;183;ppm
1898014;428273;WKA-Hauptgetriebe;400;;Mobil Mobilgear XMP 320;2014-02-05;2012-09-12;;;;;;;184;ppm
2048167;430657;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-10-29;2014-10-28;380;l;;;47124;;184;ppm
1836375;410597;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-24;2013-07-03;;;;;;;185;ppm
2054337;409696;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-11-07;2014-10-22;;;;;;;185;ppm
2048173;430667;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-10-28;2014-10-27;380;l;;;46219;;185;ppm
1912686;208211;Wind turbine - main gear;300;;Mobil Mobilgear XMP 320;2014-03-13;2013-07-12;;;150255;kWh;53304.1;kWh;186;ppm
2048166;430660;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-10-28;2014-10-27;381;l;;;46107;;186;ppm
2048182;430677;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-10-30;2014-10-29;380;l;;;45605;;186;ppm
1851206;101683;WKA-Hauptgetriebe;210;;Mobil Mobilgear XMP 320;2013-10-16;2013-04-17;;;4820;h;;;187;ppm
1967803;392022;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-06-16;2013-05-01;;;40288000;kWh;34690;;187;ppm
1882799;258644;Énergie éolienne ligne - engrenage principale;350;;Mobil Mobilgear XMP 320;2013-12-03;2013-11-27;;;;;;;187;ppm
1861859;125162;Wind turbine - main gear;390;;Mobil Mobilgear XMP 320;2013-11-27;2013-05-01;;;;;;;188;ppm
1936316;409694;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-04-07;2013-07-03;;;;;;;188;ppm
1887436;477894;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2014-01-14;2013-07-01;;;;;;;189;ppm
2037918;422059;Wind turbine - main gear;360;;Mobil Mobilgear XMP 320;2014-10-14;2014-09-03;;;;;37126;h;189;ppm
2054542;409695;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-11-07;2014-10-22;;;;;;;189;ppm
2048168;430669;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-10-28;2014-10-27;380;l;;;34488;h;189;ppm
1932366;701780;WKA-Hauptgetriebe;500;;Mobil Mobilgear XMP 320;2014-04-11;;;;7108000;kWh;8281.06;h;189;ppm
1840525;718599;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2013-10-23;;;;1475000;kWh;2622;;189;ppm
1850220;428252;Wind turbine - main gear;360;;Mobil Mobilgear XMP 320;2013-11-21;;;;;;;;190;ppm
1946453;430657;Wind turbine - main gear;350;;Mobil Mobilgear XMP 320;2014-04-23;;;;;;41075;h;190;ppm
1861845;430669;Wind turbine - main gear;350;;Mobil Mobilgear XMP 320;;;;;18907006;kWh;26090;h;190;ppm
1867158;729274;WKA-Hauptgetriebe;500;l;Mobil Mobilgear XMP 320;2013-08-13;;5;l;1591000;kWh;2821;h;190;ppm
1882801;229176;Énergie éolienne ligne - engrenage principale;425;;Mobil Mobilgear XMP 320;2013-12-10;;;;;;;;191;ppm
1873120;701763;WKA-Hauptgetriebe;500;l;Mobil Mobilgear XMP 320;2013-11-27;;20;l;3084000;kWh;4285;kWh;191;ppm
1873119;701780;WKA-Hauptgetriebe;500;;Mobil Mobilgear XMP 320;2013-12-02;;;;3308000;kWh;4250;h;191;ppm
1847015;721242;WKA-Hauptgetriebe;400;l;Mobil Mobilgear XMP 320;2013-11-13;;;l;4679;h;4679;h;191;ppm
1927574;726511;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2014-03-31;;;;;;;;191;ppm
1836378;409696;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-22;2013-07-03;;;;;;;192;ppm
1882804;229175;Énergie éolienne ligne - engrenage principale;425;;Mobil Mobilgear XMP 320;2013-12-10;;;;;;;;192;ppm
1852026;299607;Énergie éolienne ligne - engrenage principale;500;;Mobil Mobilgear XMP 320;2013-09-30;;;;;;;;192;ppm
1861846;430658;Wind turbine - main gear;350;l;Mobil Mobilgear XMP 320;2013-11-20;;5;l;28477000;kWh;37229;h;192;ppm
1946450;430685;Wind turbine - main gear;355;;Mobil Mobilgear XMP 320;2014-04-09;;;;;;39687;h;192;ppm
1867155;729281;WKA-Hauptgetriebe;500;l;Mobil Mobilgear XMP 320;2013-09-11;;9;l;2046000;kWh;2725;;192;ppm
1899449;132700;WKA-Hauptgetriebe;310;l;Mobil Mobilgear XMP 320;2014-02-25;2011-07-20;;l;;;104758;h;193;ppm
1890524;392024;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;;2013-08-30;;;25676;kWh;23892;kWh;193;ppm
1873266;100452;WKA-Hauptgetriebe;300;;Mobil Mobilgear XMP 320;2014-01-10;2012-09-11;;;15;M;27175787;kWh;194;ppm
2011209;430683;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-09-02;2014-09-01;375;l;;;42774;h;194;ppm
1890536;392009;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-01-29;;;;;;;;194;ppm
1861850;430686;Wind turbine - main gear;350;l;Mobil Mobilgear XMP 320;2013-12-04;;20;l;27167000;kWh;36300;h;194;ppm
1890481;560962;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-08-07;;;;;;;;194;ppm
1836458;409694;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-22;2013-07-04;;;;;;;195;ppm
1946451;430676;Wind turbine - main gear;350;l;Mobil Mobilgear XMP 320;2014-04-10;;20;l;;;40154;h;195;ppm
1946447;430683;Wind turbine - main gear;350;l;Mobil Mobilgear XMP 320;2014-05-02;;20;l;;;39817;;195;ppm
1972068;530836;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2014-06-06;;;;;;;;195;ppm
1836376;409688;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-23;2013-07-01;;;;;;;196;ppm
1936307;409696;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-04-14;2013-07-04;;;;;;;196;ppm
1890614;392009;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-08;;;;;;;;196;ppm
1946454;430667;Wind turbine - main gear;350;;Mobil Mobilgear XMP 320;2014-04-15;;;;;;40245;h;196;ppm
1849991;706145;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2013-11-15;;;;;;1220;;196;ppm
1967801;392028;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-06-16;2013-05-01;;;36959000;kWh;3707;;197;ppm
1851273;289846;WKA-Hauptgetriebe;425;;Mobil Mobilgear XMP 320;2013-11-18;2013-10-15;;;;;;;197;ppm
1882902;535146;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2014-01-13;;;;;;;;197;ppm
1858571;208253;Wind turbine - main gear;425;;Mobil Mobilgear XMP 320;2013-11-20;2012-11-13;;;5738000;kWh;7375.98;;198;ppm
1836374;409687;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-23;2013-07-02;;;;;;;198;ppm
1836379;409693;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-22;2013-07-04;;;;;;;198;ppm
1946448;430655;Wind turbine - main gear;350;;Mobil Mobilgear XMP 320;2014-05-06;;;;;;41136;h;198;ppm
1911389;662814;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-03-11;;;;10307;h;12609;h;198;ppm
1890482;392022;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-11-11;;;;32147;kWh;130013;kWh;199;ppm
1890615;392030;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-11;;;;;;;;199;ppm
1946444;430664;Wind turbine - main gear;350;l;Mobil Mobilgear XMP 320;2014-04-11;;20;l;;;40743;h;199;ppm
1836457;409691;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-22;2013-07-04;;;;;;;200;ppm
1916108;409694;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-03-11;2013-07-04;;;;;;;200;ppm
1942955;100452;WKA-Hauptgetriebe;300;;Mobil Mobilgear XMP 320;2014-05-05;2014-02-23;;;;;125398;;200;ppm
1927473;430681;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-03-19;2014-03-18;373;l;;;39571;;200;ppm
1844813;198840;Wind turbine - main gear;425;;Mobil Mobilgear XMP 320;2013-10-29;;;;572900;kWh;59981.4;;200;ppm
1932499;328276;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-04-11;2013-10-24;;;;;;;201;ppm
1955010;334359;Wind turbine - main gear;340;;Mobil Mobilgear XMP 320;2014-05-28;2014-05-07;;;417;h;;;201;ppm
1850222;428253;Wind turbine - main gear;360;;Mobil Mobilgear XMP 320;2013-11-21;;;;;;;;201;ppm
1900032;609474;Wind turbine - main gear;360;;Mobil Mobilgear XMP 320;2014-02-18;;;;11006000;kWh;12247;;201;ppm
1840521;718598;WKA-Hauptgetriebe;400;;Mobil Mobilgear XMP 320;2013-09-18;;;;2018000;kWh;2800;;201;ppm
1886878;725473;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-01-20;;;;1951956;kWh;;;201;ppm
1908917;422054;Wind turbine - main gear;350;;Mobil Mobilgear XMP 320;2014-03-06;2012-04-23;;;;;32345;h;202;ppm
1936320;409691;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-04-04;2013-07-03;;;;;;;202;ppm
1844805;332463;Wind turbine - main gear;425;l;Mobil Mobilgear XMP 320;2013-11-07;2013-11-06;425;l;2825500;kWh;51144;h;202;ppm
1890537;560962;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-01-29;;;;;;;;202;ppm
1908918;422054;Wind turbine - main gear;350;;Mobil Mobilgear XMP 320;2014-03-06;2012-05-23;;;;;32395;h;203;ppm
1908916;422054;Wind turbine - main gear;350;;Mobil Mobilgear XMP 320;2014-03-06;2012-09-23;;;;;32345;h;203;ppm
1890529;392018;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-31;;;;27821;kWh;;;203;ppm
1903478;718599;Wind turbine - main gear;500;l;Mobil Mobilgear XMP 320;2014-02-20;;;l;3648000;kWh;5138;;203;ppm
1925296;328274;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-04-04;2013-10-23;;l;43944000;;43889;;204;ppm
1890483;392021;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2013-11-07;;;;26296;kWh;2444;kWh;204;ppm
1908915;422054;Wind turbine - main gear;350;;Mobil Mobilgear XMP 320;2014-03-06;;;;;;32345;h;204;ppm
1890531;553004;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-01-29;;;;;;;;204;ppm
1916106;409689;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-03-11;2013-07-01;;;;;;;205;ppm
1852027;299608;Énergie éolienne ligne - engrenage principale;500;;Mobil Mobilgear XMP 320;2013-09-30;;;;;;;;205;ppm
1900033;609468;Wind turbine - main gear;360;;Mobil Mobilgear XMP 320;2014-02-12;;;;10506000;kWh;11437;h;205;ppm
1848819;722060;Wind turbine - main gear;340;;Mobil Mobilgear XMP 320;2013-11-05;;;;586155;kWh;586155;kWh;205;ppm
1853685;723957;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-11-29;;;;267295;kWh;472;;205;ppm
1925305;752911;WKA-Hauptgetriebe;400;;Mobil Mobilgear XMP 320;2014-03-26;;;;5441000;kWh;5888;;205;ppm
1916109;409695;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-03-11;2013-07-03;;;;;;;206;ppm
1954741;328276;Wind turbine - main gear;340;l;Mobil Mobilgear XMP 320;2014-05-19;2013-10-24;400;l;;;;;206;ppm
1852025;299606;Énergie éolienne ligne - engrenage principale;500;;Mobil Mobilgear XMP 320;2013-09-30;;;;;;;;206;ppm
1886882;722057;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-01-20;;;;2152650;kWh;;;206;ppm
1886881;723957;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-01-20;;;;913116;kWh;;;206;ppm
1844816;568663;Wind turbine - main gear;425;;Mobil Mobilgear XMP 320;2013-11-06;2013-06-27;;;23353;kWh;28923;kWh;207;ppm
1841142;208223;Wind turbine - main gear;250;;Mobil Mobilgear XMP 320;2013-11-06;;;;;;;;207;ppm
1882802;229174;Énergie éolienne ligne - engrenage principale;425;;Mobil Mobilgear XMP 320;2013-12-08;;;;;;;;207;ppm
1882948;530836;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2014-01-10;;;;;;;;207;ppm
1908913;446939;Wind turbine - main gear;350;;Mobil Mobilgear XMP 320;2014-03-07;2012-05-23;;;;;33575;h;208;ppm
1916104;409686;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-03-11;2013-07-02;;;;;;;208;ppm
1916107;409691;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-03-11;2013-07-04;;;;;;;208;ppm
2025251;100452;WKA-Hauptgetriebe;300;;Mobil Mobilgear XMP 320;2014-09-23;;;;;;;;208;ppm
1908914;446939;Wind turbine - main gear;350;;Mobil Mobilgear XMP 320;2014-03-07;2012-05-23;;;;;33575;h;209;ppm
1890480;560962;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-08-07;;;;;;;;209;ppm
1848820;722062;Wind turbine - main gear;320;;Mobil Mobilgear XMP 320;2013-01-01;;;;600867;kWh;600867;kWh;209;ppm
1857892;725465;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-11-15;;;;742078;kWh;742078;kWh;209;ppm
1886883;725465;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-01-20;;;;1836109;kWh;;;209;ppm
1942444;445776;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2014-04-29;2013-06-08;;;;;;;210;ppm
1916103;409687;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-03-12;2013-07-04;;;;;;;210;ppm
1886880;725463;Wind turbine - main gear;340;;Mobil Mobilgear XMP 320;2014-01-20;;;;2134922;kWh;;;210;ppm
1932500;328275;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-04-11;2013-10-24;;;;;;;211;ppm
1882818;528676;Wind turbine - main gear;;;Mobil Mobilgear XMP 320;2014-01-10;;;;;;;;211;ppm
1890530;553004;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-08-12;;;;69300;kWh;;;211;ppm
1868256;726520;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2013-12-09;;;;;;;;211;ppm
1916105;409696;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-03-11;2013-07-03;;;;;;;212;ppm
1946455;430681;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-04-07;;20;l;;;40007;;212;ppm
1857895;722060;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-11-22;;;;744454;kWh;973;kWh;213;ppm
1857897;725473;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-11-13;;;;717569;kWh;717569;kWh;213;ppm
1861858;124139;Wind turbine - main gear;390;;Mobil Mobilgear XMP 320;2013-11-28;2013-07-01;;;;;;;214;ppm
1882950;523759;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2014-01-10;;;;;;;;214;ppm
1846135;534217;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-11-14;;;;16718;h;16718;h;214;ppm
1899097;713799;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-02-13;;;;4142000;kWh;5828;;214;ppm
1881610;549091;WKA-Hauptgetriebe;340;;Mobil Mobilgear XMP 320;2014-01-20;2013-10-29;;;1643;h;14334;h;215;ppm
1899098;713798;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-02-11;;;;2953000;kWh;5006;;216;ppm
1848818;722057;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-29;;;;665656;kWh;665656;kWh;216;ppm
1903477;718598;WKA-Hauptgetriebe;400;l;Mobil Mobilgear XMP 320;2014-02-20;;;l;4773000;kWh;5259;;217;ppm
1916275;410597;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-03-12;2013-07-04;;;;;;;218;ppm
1880874;516372;WKA-Hauptgetriebe;330;;Mobil Mobilgear XMP 320;2014-01-15;2013-10-07;;;;;;;218;ppm
1882953;523759;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2014-01-10;;;;;;;;218;ppm
1881605;313263;WKA-Hauptgetriebe;370;l;Mobil Mobilgear XMP 320;2014-01-23;2013-05-30;5;l;;;;;219;ppm
1916274;409688;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-03-12;2013-07-04;;;;;;;219;ppm
1946449;430682;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-04-24;;;;;;39755;h;220;ppm
1907943;522098;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-02-18;2012-12-10;;;10422.94;h;31791.45;h;221;ppm
1904336;428228;Wind turbine - main gear;450;;Mobil Mobilgear XMP 320;2014-02-28;;;;;;33448;h;221;ppm
1918671;701772;WKA-Hauptgetriebe;500;l;Mobil Mobilgear XMP 320;2014-03-17;;;l;4388000;kWh;4691;h;222;ppm
1899102;724355;Wind turbine - main gear;340;;Mobil Mobilgear XMP 320;2014-02-07;;;;649167;;590.32;;222;ppm
1897256;428227;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2014-02-11;2013-05-22;;;6356.7;h;40231.99;h;223;ppm
1893322;733797;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-02-10;;500;l;2131;h;;;223;ppm
1916865;487866;Wind turbine - main gear;365;;Mobil Mobilgear XMP 320;2014-03-21;2014-03-20;;;;;25047;h;224;ppm
1916273;409693;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-03-11;2013-07-04;;;;;;;225;ppm
1897418;428228;Wind turbine - main gear;450;;Mobil Mobilgear XMP 320;2014-02-12;2013-05-23;;;6356.88;h;40107.27;h;226;ppm
1904329;428230;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-02-28;;;;;;33448;h;226;ppm
1857891;725463;Wind turbine - main gear;340;l;Mobil Mobilgear XMP 320;2013-11-14;;;l;807130;kWh;807130;kWh;226;ppm
1904332;428227;Wind turbine - main gear;450;;Mobil Mobilgear XMP 320;2014-02-28;;;;;;33448;h;227;ppm
1900419;721242;WKA-Hauptgetriebe;400;;Mobil Mobilgear XMP 320;2014-02-19;;;;7724;h;6444;h;227;ppm
1899103;724352;Wind turbine - main gear;340;;Mobil Mobilgear XMP 320;2014-02-04;;;;1575000;kWh;1173.53;;227;ppm
1839540;662814;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-11-07;;;;7630;h;9646;h;229;ppm
1916828;430682;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-03-19;2014-03-18;375;l;;;38903;;232;ppm
1897417;428230;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2014-02-08;2013-05-22;;;6201.68;h;40700.22;h;233;ppm
1900034;609473;Wind turbine - main gear;360;;Mobil Mobilgear XMP 320;2014-02-20;;;;10918000;kWh;12201;h;234;ppm
1904330;428229;Wind turbine - main gear;450;;Mobil Mobilgear XMP 320;2014-02-28;;;;;;33448;h;236;ppm
1897416;428229;Wind turbine - main gear;400;l;Mobil Mobilgear XMP 320;2014-02-10;2013-05-22;10;l;6328.47;h;40710.77;h;244;ppm
2058382;283649;Énergie éolienne ligne - engrenage principale;400;;Mobil Mobilgear XMP 320;2014-11-06;;;;;;;;266;ppm
1968054;283649;Énergie éolienne ligne - engrenage principale;400;;Mobil Mobilgear XMP 320;2014-05-20;;;;;;;;280;ppm
1839566;421302;Wind turbine - main gear;400;;Mobil Mobilgear XMP 320;2013-10-23;;;;;;;;280;ppm
1955761;421302;Wind turbine - main gear;320;;Mobil Mobilgear XMP 320;2014-05-07;2014-05-07;;;;;;;286;ppm
1234353;474031;Wind turbine - main gear;500;;Mobil Mobilgear XMP 320;2010-06-18;;;;;;;;530;ppm
